Fecha (mes y año),Alcalinidad,Conductividad,DBO,DQO,Dureza,Fenoles,N-Amoniacal,Cloruros,N-Nitrato,P-Fosfato,Oxígeno disuelto,pH,Sólidos suspendidos totales,SAAM-Detergentes,Turbidez,Coliformes totales,Escherichia Coli,Norte (Y),Este(X) ,Caudal,Temperatura agua,Temperatura aire
1/07/2019,"5,3","81,6",#N/A,#N/A,"7,23","0,223","0,909","3,25",#N/A,#N/A,"6,9","6,2","10,0",#N/A,"14,4","1,1","1,0",1061562,1044697,724,"14,8","16,8"
1/07/2019,169,530,"53,7",217,"51,25","0,606","18,845","35,71",#N/A,"2,42","1,0","7,7",100,"1,78",112,"5,5","3,3",1060592,1042241,"40,27","17,8","12,8"
1/07/2019,"10,5","74,8",#N/A,#N/A,"12,15","0,559","0,729","8,60",#N/A,#N/A,"5,4","6,4","10,7",#N/A,"10,6","1,1","1,6",1061576,1044142,2577,"14,6","14,8"
1/07/2019,"16,5",160,"3,0","32,5","16,93","0,206","1,138","13,87","0,14",#N/A,"5,2","6,7","11,0",#N/A,"15,7","6,1","2,6",1060434,1042019,3099,"15,1","14,8"
1/07/2019,"18,1","185,5","4,2","32,7","22,08",#N/A,"1,144","16,88","0,14",#N/A,"4,2","6,6","11,7",#N/A,"14,3","4,4","5,3",1056724,1041151,3617,"14,4","13,3"
1/07/2019,"5,9",292,#N/A,"35,0","7,51","0,650",#N/A,"3,19","0,13",#N/A,"7,1","6,3","48,0",#N/A,"78,2","1,1","1,0",1055218,1039038,4551,"14,6","13,4"
1/07/2019,"10,8","51,6",#N/A,#N/A,"14,60","0,619","1,178","10,25","0,25",#N/A,"4,0","6,7","37,0",#N/A,"47,3","7,0","1,3",1056381,1035927,3666,"13,5","12,6"
1/07/2019,"12,0","75,7",#N/A,#N/A,"16,20","0,355",#N/A,"19,49","0,46",#N/A,"4,8","6,4","28,0",#N/A,"52,6","3,6","1,1",1055047,1031592,4769,"13,9","17,6"
1/07/2019,248,779,"52,2",340,103,#N/A,"21,066","89,96",#N/A,"1,08","3,2","8,3",152,#N/A,136,"2,4","2,4",1054478,1031302,"0,82","18,2","18,4"
1/07/2019,"10,9","54,3",#N/A,"21,5","14,22",#N/A,"1,092","10,84","0,49",#N/A,"3,8","6,8","45,0",#N/A,"52,7","3,6","1,7",1051508,1030403,4935,"14,4","22,4"
1/07/2019,"10,8","34,2",#N/A,"23,0","10,99",#N/A,"1,009","4,89","0,28",#N/A,"4,6","6,6","11,2",#N/A,"20,7","1,1","3,0",1050786,1030429,5342,"17,3","18,6"
1/07/2019,"10,4","45,2",#N/A,"21,0","13,32","0,674",#N/A,"8,17","0,42",#N/A,"3,8","6,5","23,0",#N/A,"50,8","3,1","1,2",1050450,1029049,#N/A,"17,5","17,9"
1/07/2019,"11,1","57,5",#N/A,#N/A,"16,93","0,310","0,705","8,83","0,44",#N/A,"5,4","7,5","61,3",#N/A,"38,4","1,4","2,1",1049027,1025190,7461,"17,8","16,8"
1/07/2019,251,859,"23,3",181,122,"0,284","28,923","82,63",#N/A,"3,38","1,2","8,2","83,3",#N/A,"59,9","2,4","8,2",1043839,1021962,"10,24","18,3","16,9"
1/07/2019,"14,8","75,6",#N/A,#N/A,"20,36","0,479","1,163","8,87","0,52",#N/A,"4,0","7,0","38,8",#N/A,"47,9","2,4","3,9",1013552,1021314,13045,"16,9","16,6"
1/07/2019,"15,3","73,2",#N/A,#N/A,"18,96",#N/A,"0,956","8,88","0,52",#N/A,"3,4","6,6","23,3",#N/A,"36,8","2,2","2,3",1041499,1017904,13571,"15,7","17,9"
1/07/2019,176,783,"15,0",124,"82,43","0,811","23,849","73,51","0,24","4,13","3,2","7,4","18,0",#N/A,"18,4","2,4","7,3",1041102,1017565,22,"19,8","17,0"
1/07/2019,"16,2","78,8",#N/A,#N/A,"18,66","0,284","1,222","8,53","0,55",#N/A,"3,0","6,8","40,0",#N/A,"34,4","1,7","2,8",1041910,1014822,#N/A,"15,9","19,4"
1/07/2019,"20,4","77,3","2,8","28,5","17,53",#N/A,"0,780","9,06","0,82",#N/A,"2,2","6,69","33,75",#N/A,"45,4","8,2","1,9",1041710,1012509,12769,"25,0","13,6"
1/07/2019,"11,7","87,9","2,8","15,9","21,16",#N/A,#N/A,"10,41",#N/A,#N/A,"6,5","6,95","6,50",#N/A,"6,0","4,6","4,1",1059411,1012106,610,"14,3","13,9"
1/07/2019,127,414,"3,7","41,0",149,#N/A,"1,629","50,93","0,37",#N/A,"1,6","7,44","5,56",#N/A,"6,4","2,3","1,0",1051477,1017582,81,"25,0","23,9"
1/07/2019,"14,6",123,"13,0","36,0","22,20","0,271",#N/A,"10,40","0,46",#N/A,"6,0","7,37","20,0",#N/A,"18,5","8,2","4,1",1051766,1016901,322,"25,0","19,6"
1/07/2019,"59,1",207,"9,3","41,8","44,96",#N/A,"2,796","20,70",#N/A,#N/A,"0,4","7,04","17,5",#N/A,"16,3","2,4","6,1",1046897,1012932,1796,"25,0","17,8"
1/07/2019,"23,5",111,"4,6","26,5","21,22","0,338","0,968","11,67","0,57",#N/A,"0,6","6,81","65,0",#N/A,"41,7","9,1","8,8",1043957,1011761,#N/A,"25,0","19,6"
1/07/2019,181,3150,242,#N/A,137,"0,661","25,262",1085,#N/A,"2,19",#N/A,"7,8",167,"1,18","38,0","2,4","6,1",1044072,1010353,264,"16,5","13,2"
1/07/2019,"32,3",181,"10,0","61,1","25,16",#N/A,"1,552","33,21","0,54",#N/A,"1,8","6,9","22,50",#N/A,"33,4","2,4","1,2",1043749,1040311,#N/A,"16,7","20,7"
1/07/2019,"17,2","80,4","3,4","34,9","25,93","0,219",#N/A,"7,74","0,30",#N/A,"6,0","6,5","31,54",#N/A,"41,4","1,7","2,6",1019649,1013513,5953,"15,6","20,1"
1/07/2019,"29,6",124,"5,7","39,5","32,19",#N/A,#N/A,"13,63","0,26",#N/A,"3,2","7,2","36,00",#N/A,"41,8","2,4","4,1",1038988,1009350,7011,"17,2","19,9"
1/07/2019,"34,8",225,"9,1","54,2","95,58",#N/A,"1,397","43,51","0,33",#N/A,"1,4","6,9","31,00",#N/A,"41,7","2,4","3,9",1035918,1007888,13252,"17,5","22,0"
1/07/2019,312,974,323,#N/A,"33,42","0,419",#N/A,"81,25",#N/A,"3,50",#N/A,"7,8",225,"5,63",188,"1,0","7,5",1033604,1006441,186,"17,5","13,5"
1/07/2019,"58,1",284,"6,5","35,3",821,#N/A,"2,968","65,16","0,13",#N/A,"2,2","7,07","16,0",#N/A,"18,9","2,0","3,1",1029605,1005353,5623,"16,4","17,1"
1/07/2019,332,1038,302,#N/A,"97,70","0,886","34,512","81,42",#N/A,"5,08",#N/A,"7,08","62,0","4,40","53,1","3,3","1,3",1029208,1004238,140,"18,6","20,0"
1/07/2019,"75,0",402,"26,0","263,0","46,17","0,907","6,575","66,27",#N/A,"0,48","0,5","7,20","31,67","0,50","33,8","2,4","1,1",1029120,1004076,#N/A,"17,0","19,9"
1/07/2019,"63,1",408,"10,0","34,9","47,98",#N/A,"4,596","69,11",#N/A,#N/A,"0,2","7,14","24,0",#N/A,"24,6","2,4","2,9",1025822,1000734,7208,"17,9","24,1"
1/07/2019,"11,2","59,3","3,4","10,6","20,29",#N/A,#N/A,"11,03","0,26",#N/A,"5,5","6,82",#N/A,#N/A,"10,7","9,9","1,0",1036478,1001039,496,"14,1","20,2"
1/07/2019,"45,1",193,"25,9","55,8","34,07","0,321","4,547","18,45","0,28","0,46","0,9","7,08","30,67","0,66","28,3","2,4","2,4",1028313,1000934,1066,"15,9","23,7"
1/07/2019,"59,0",297,"12,0","70,1","46,65","0,309","4,759","51,72",#N/A,#N/A,"0,2","7,0","90,0","0,40","43,9","2,4","2,4",1026392,999437,#N/A,"15,7","15,1"
1/07/2019,"60,5",331,"11,7",#N/A,"46,54",#N/A,"4,463","59,78",#N/A,#N/A,#N/A,"7,1","97,5","0,44","74,3","1,5","3,9",1022460,997951,7311,"16,6","18,2"
1/07/2019,323,897,234,#N/A,115,"0,624","45,092","58,79",#N/A,"4,66",#N/A,"7,8",573,"3,95",206,"1,5","3,4",1022489,997948,#N/A,"19,6","15,5"
1/07/2019,167,709,#N/A,"51,4",210,#N/A,"9,981",118,#N/A,"1,00",#N/A,"7,1","8,0",#N/A,"5,2","2,4","3,1",1017697,994734,#N/A,"14,5","18,9"
1/07/2019,"65,4",412,"5,7","30,3","59,19","0,810","4,947",#N/A,#N/A,#N/A,"0,4","7,1","19,0","0,43","15,3","9,2","2,0",1017423,994661,#N/A,"17,6","20,0"
1/07/2019,"5,3","24,5",#N/A,#N/A,"8,60","0,292",#N/A,"1,00",393,#N/A,"6,7","6,4","6,0",#N/A,"6,1","6,7","3,2",1003040,1002113,"19,5","12,0","20,7"
1/08/2019,254,828,166,#N/A,"85,36","0,402","24,074","69,83",#N/A,"4,14",#N/A,"7,7",103,"4,73","85,9","2,7","1,3",1015610,934756,2384,"17,0","15,3"
1/08/2019,274,880,247,#N/A,"96,08",#N/A,"32,013",119,#N/A,"3,64","1,4","7,8",160,"7,13",123,"5,5","1,6",1015587,994602,#N/A,"18,3","15,4"
1/08/2019,133,"524,0","48,4",#N/A,"62,08",#N/A,"13,816","70,09",#N/A,"1,09",#N/A,"7,6","82,0","3,57","71,4","1,2","4,1",1014640,994485,13758,"17,7","17,1"
1/08/2019,141,324,"3,4","34,9","94,18",#N/A,"4,943","26,24",#N/A,"0,48","1,0","7,5","4,5",#N/A,"8,0","2,4","4,1",1014447,992365,"34,9","16,4","17,4"
1/08/2019,215,982,249,#N/A,101,#N/A,"26,180","96,78",#N/A,"5,92",#N/A,"7,3",132,"7,30","82,9","2,0","4,1",1014412,992113,#N/A,"18,3","18,9"
1/08/2019,130,512,"61,0",#N/A,"64,83",#N/A,"13,438",218,#N/A,#N/A,#N/A,"7,4","70,0","3,19","60,6","2,6","1,2",1013679,990724,14193,"19,0","17,7"
1/08/2019,173,666,"90,2",#N/A,"68,67","0,288","25,709","81,23",#N/A,"2,74",#N/A,"7,4","42,0","2,68","38,9","1,4","4,6",1011067,989491,13869,"18,1","20,2"
1/08/2019,174,648,"86,4",#N/A,"66,80","0,281","22,171","77,00",#N/A,"2,82",#N/A,"7,5","62,0","2,60","37,1","2,1","4,2",1007799,990787,13543,"18,6","18,9"
1/08/2019,"6,8","23,6","83,8",#N/A,"13,72",#N/A,#N/A,"1,33",#N/A,#N/A,"6,7","6,3","52,0",#N/A,"10,9","1,3","8,5",1000288,997146,1039,"10,5","15,1"
1/08/2019,261,841,228,#N/A,"67,11",#N/A,"34,928","80,95",#N/A,"5,76",#N/A,"7,5",114,"2,31","81,5","4,9","1,4",1007504,991605,5293,"18,5","20,2"
1/08/2019,171,627,"73,4",#N/A,"65,34","0,423","20,005","74,33",#N/A,"2,65",#N/A,"7,4","29,0","1,86","34,8","2,6","6,3",1007379,990528,18836,"18,9","18,6"
1/08/2019,171,628,"87,2",#N/A,"63,02",#N/A,"20,641","76,57",#N/A,"2,56",#N/A,"7,3","56,0","2,23","55,3","1,0","3,6",1005876,988406,1250,"18,1","19,0"
1/08/2019,243,812,164,#N/A,"58,03",#N/A,"30,989","79,86",#N/A,"4,21",#N/A,"7,3","80,0","3,13","49,6","2,4","9,2",1003660,984472,22332,"18,7","16,2"
1/08/2019,"5,4","45,5",#N/A,#N/A,"12,91",#N/A,#N/A,"8,66","0,47",#N/A,"7,1","6,3","33,0","0,56","22,9","2,4","7,7",988620,995116,421,"12,9","13,2"
1/08/2019,135,463,"68,0",#N/A,"75,09",#N/A,"18,173","35,99",#N/A,"1,99",#N/A,"7,8",140,"1,59",118,"1,6","5,0",1003542,983927,6669,"18,8","19,8"
1/08/2019,150,608,113,#N/A,"59,17",#N/A,"24,610","42,89",#N/A,"2,37",#N/A,"7,6",210,"1,97","75,6","2,7","7,9",1004000,983635,29001,"19,8","15,5"
1/08/2019,270,905,137,#N/A,115,#N/A,"28,550","73,79",#N/A,#N/A,#N/A,"7,7","44,0","2,72","39,0","1,2","5,0",1004225,981926,700,"19,6","20,1"
1/08/2019,216,753,133,#N/A,"79,09",#N/A,"25,104","71,78",#N/A,"3,57",#N/A,"7,3",162,"3,57","71,9","2,8","9,6",1001927,980761,29701,"19,8","20,9"
1/08/2019,333,980,264,660,"85,00",#N/A,"39,022","70,60",#N/A,"6,86",#N/A,"7,6",250,"4,88",250,"9,2","2,6",1000131,983563,198,"19,3","18,3"
1/08/2019,337,875,"39,0",181,"95,05","0,332","37,384","62,29",#N/A,"5,10",#N/A,"7,4","21,0","3,05","90,2","6,8","2,0",1000629,982257,#N/A,"16,7","20,0"
1/08/2019,223,724,122,287,"65,57",#N/A,"25,211","73,53",#N/A,"3,48",#N/A,"7,3","73,3","2,70","99,6","2,4","9,3",998020,980644,31323,"17,3","19,6"
1/08/2019,209,753,125,304,"72,21",#N/A,"25,613","72,26",#N/A,"3,84",#N/A,"7,2","74,0","2,94","78,6","7,1","2,7",994327,979933,32924,"18,4","18,8"
1/08/2019,229,765,118,276,"71,85","0,268","26,600","75,08",#N/A,"3,57","1,0","7,3","70,0","3,17","81,3","2,8","8,2",994290,978871,#N/A,"19,3","20,4"
1/08/2019,154,798,"46,7",157,124,#N/A,"10,987","69,50","6,52",#N/A,"1,6","7,9","46,2","1,25","33,4","3,0","8,5",1002448,969400,"3,36","22,8","24,3"
1/08/2019,187,1085,"2,0",#N/A,428,#N/A,#N/A,"9,85",#N/A,#N/A,"7,02","8,6",#N/A,#N/A,#N/A,"9,8","8,4",1003348,965188,"9,7",#N/A,"26,2"
1/08/2019,195,741,"65,0",180,"82,36",#N/A,"21,790","78,64",#N/A,"1,81","7,85","8,2","80,0","0,76","46,2","2,0","5,5",1002984,964445,#N/A,#N/A,"26,4"
1/08/2019,205,772,"81,7",289,"89,82",#N/A,"26,449","78,68",#N/A,"2,93","5,02","7,8",135,"1,79","84,4","2,9","6,6",998640,958226,3489,#N/A,"27,1"
1/08/2019,194,679,"54,0",242,"96,17","0,325","23,937","68,22",#N/A,"2,73","5,82","7,5",103,"1,81","80,0","2,6","6,4",999443,967404,#N/A,#N/A,"27,4"
1/08/2019,"86,5",454,"10,0",#N/A,135,#N/A,"3,741","34,77","5,98","0,55","5,82","7,6","13,0",#N/A,"8,5","1,7","2,6",989181,967194,"73,7",#N/A,"27,2"
1/08/2019,215,712,"72,0",267,"79,27",#N/A,"24,527","71,19",#N/A,"2,71","5,08","7,6",133,"2,45",109,"2,5","5,4",999781,967194,"9,7",#N/A,"27,4"
1/08/2019,435,1260,"86,0",218,242,"0,314","44,203","86,31",#N/A,"4,89","0,4","8,0","60,0","4,49","83,4","1,1","2,0",993303,948324,14,"25,4","24,1"
1/08/2019,"86,9",565,#N/A,#N/A,267,#N/A,#N/A,"7,08","0,18",#N/A,"5,6","8,1","6,5",#N/A,"5,07","9,8","3,1",988670,948315,57,"24,3","28,3"
1/08/2019,228,776,"57,0",191,"79,86",#N/A,"36,698","75,38",#N/A,"2,83","3,2","7,8","54,0","2,10","36,3","1,2","6,1",990147,945540,18661,"21,7","34,8"
1/08/2019,"98,4","1061,0",#N/A,"22,6",494,#N/A,#N/A,"14,06","0,13",#N/A,"7,7","8,5","5,0",#N/A,"2,98","7,7","5,4",991273,942763,42,"29,4","35,1"
1/08/2019,152,1320,"51,0",148,"80,60","0,213","30,000","72,94",#N/A,"0,92","6,21","7,62","45,0","0,92","14,1","1,2","4,1",984195,941105,18927,"22,3","26,2"
1/08/2019,301,2250,174,489,198,"0,340","46,667","94,81",#N/A,"5,82","1,32","7,50",160,"3,78","88,4","1,7","6,5",983505,937394,#N/A,"30,4","29,8"
1/08/2019,153,1381,"59,0",157,"93,69","0,497","26,292","89,78",#N/A,"1,17","2,45","7,66","51,0","0,69","16,3","4,4","8,6",983132,936450,#N/A,"23,5","29,5"
1/08/2019,157,1358,"48,0",195,146,#N/A,"27,873","74,24",#N/A,"1,95","0,98","7,74",105,"0,91","38,7","8,2","8,2",967451,920378,12468,"26,2","28,7"
1/03/2019,"8,5","19,9",#N/A,#N/A,"15,82",#N/A,#N/A,"1,77",#N/A,#N/A,"6,7","7,0","6,0",#N/A,"3,82","8,8","6,3",1069685,1056205,"72,70","13,4","19,1"
1/03/2019,"12,2","27,7","2,5",#N/A,"17,90",#N/A,"0,76","3,02",#N/A,#N/A,"4,3","7,0","5,0",#N/A,"6,39","9,3","1,1",1070595,1053847,"96,30","14,4","19,7"
1/03/2019,"33,4","40,0","22,0","75,0","21,04",#N/A,"4,32","9,12",#N/A,"0,54","2,5","7,1","15,0","0,78","16,30","1,1","3,1",1068412,1053084,"87,8","15,6","20,1"
1/03/2019,"8,6","24,3",#N/A,#N/A,"13,00",#N/A,#N/A,"1,77",#N/A,#N/A,"6,7","6,7","5,0",#N/A,"4,01","1,7","7,7",1068366,1053042,"59,40","14,4","20,1"
1/03/2019,"90,9",2100,#N/A,219,"6,91","0,610","12,69",629,#N/A,"1,01","1,1","8,5","40,0",#N/A,"47,0","3,0","2,0",1066295,1051139,368,"15,3","17,4"
1/03/2019,"81,0",471,"21,2","73,0","3,91","0,254","8,00","99,04",#N/A,#N/A,"0,6","7,4","50,0",#N/A,"14,2","1,1","2,0",1064117,1047880,"220,1","17,6","20,5"
1/03/2019,"11,5","26,40","2,6",#N/A,"17,77","0,968",#N/A,"2,02",#N/A,#N/A,"4,89","6,60","10,0",#N/A,"13,3","8,5","1,0",1071562,1044697,"8,0","15,6","11,9"
1/03/2019,116,802,"20,6","88,0","133,34",#N/A,"10,37",208,#N/A,"0,58","4,14","7,50","24,0",#N/A,"21,6","7,5","1,0",1061576,1044142,"166,1","15,1","12,0"
1/03/2019,403,1087,158,529,"118,81",#N/A,"53,06","95,92",#N/A,#N/A,"6,62","7,90",293,"5,15",197,"1,9","1,0",1060592,1042241,"14,61","17,5","14,0"
1/03/2019,109,701,"27,6","63,0","121,97",#N/A,"13,96",140,#N/A,#N/A,"5,22","7,40","36,0","0,50","24,6","1,7","7,5",1060434,1042019,"180,7","16,2","14,3"
1/03/2019,195,985,111,190,"163,48","0,344","21,60",196,#N/A,#N/A,"3,26","7,50","36,0","0,48","95,3","6,3","1,0",1056724,1041151,"378,8","17,3","15,8"
1/03/2019,"10,4","28,4","3,2",#N/A,"17,86",#N/A,#N/A,"3,88",#N/A,#N/A,"8,63","6,70","12,0",#N/A,"18,5","6,3","1,0",1055218,1039038,"2753,3","16,4","16,0"
1/03/2019,"18,9","86,40","3,3",#N/A,"33,00",#N/A,"1,06","13,81","0,54",#N/A,"3,90","6,90","11,0",#N/A,"13,0","1,2","4,5",1056382,1035918,"3515,8","15,6","15,5"
1/03/2019,"12,9",105,"3,3",#N/A,"30,82","0,395","0,74","19,60","1,53",#N/A,"4,40","6,90","8,0",#N/A,"11,8","4,4","7,3",1055047,1031590,3076,"15,5","18,5"
1/03/2019,300,982,130,592,"278,26","0,214",#N/A,"99,56",#N/A,"0,76","1,40","7,80",332,#N/A,197,"2,4","5,5",1054452,1031345,"2,6","18,1","18,5"
1/03/2019,"10,7",122,#N/A,"14,7","33,68","0,286","0,77","25,11","1,94",#N/A,"3,70","6,70","5,0",#N/A,"8,65","1,2","6,3",1051498,1030418,2758,"16,3","17,4"
1/03/2019,"11,8","43,0","17,5","20,4","21,82","0,654",#N/A,"5,36",#N/A,#N/A,"6,90","7,00","24,67",#N/A,"10,9","2,0","1,0",1050795,1030430,8397,"17,7","18,9"
1/03/2019,"12,0","68,6",#N/A,"13,9","22,54","0,326",#N/A,"11,87","0,50",#N/A,"5,20","6,90","6,0",#N/A,"7,64","6,8","2,6",1050438,1029127,11155,"18,2","19,1"
1/03/2019,"14,5","63,3","5,2",#N/A,"16,02",#N/A,#N/A,"8,34","0,49",#N/A,"2,44","7,10","42,0",#N/A,"14,9","5,8","5,7",1049267,1025199,8725,"16,9","23,0"
1/03/2019,358,1119,"76,0",370,"103,75",#N/A,"42,35",126,#N/A,"7,00","0,84","7,80",125,#N/A,114,"1,6","1,0",1044194,1021837,"12,15","17,5","20,6"
1/03/2019,"15,9","72,6","2,4",#N/A,"20,73","0,244","0,70","9,66","0,57",#N/A,"5,27","6,70","23,0",#N/A,"11,8","2,4","2,1",1044090,1021737,"10570,15","16,8","18,2"
1/03/2019,"22,0","88,2","3,1",#N/A,"20,96","0,250","0,82","11,08","0,54",#N/A,"4,07","6,80","18,67",#N/A,"12,2","2,0","2,0",1041556,1017864,9527,"17,1","22,6"
1/03/2019,282,963,114,321,"133,17","0,357","41,03","92,21",#N/A,#N/A,#N/A,"7,40","95,00","0,54","68,7","4,6","2,4",1041181,1017515,"19,00","20,2","22,2"
1/03/2019,"24,8","103,9","3,4",#N/A,"31,12",#N/A,#N/A,"12,84","0,68",#N/A,"3,29","6,80","95,00",#N/A,"39,5","6,1","6,2",1042334,1014817,#N/A,"17,4","17,2"
1/03/2019,"29,5","111,2","4,6","21,4","19,68",#N/A,#N/A,"12,94","0,77",#N/A,"2,51","6,80","50,0",#N/A,"34,10","1,7","1,5",1041710,1012515,8551,"19,7","18,0"
1/03/2019,"17,9","73,7",#N/A,"10,3","23,36",#N/A,#N/A,"10,76",#N/A,#N/A,"6,70","6,50","9,00",#N/A,"6,38","3,5","2,0",1059365,1012101,"1746,8","15,0","13,5"
1/03/2019,"23,9","113,7",#N/A,"11,0","43,13","0,571",#N/A,"13,15","1,01","0,62","4,29","6,50","14,28",#N/A,"5,13","1,1","1,0",1051473,1017606,"244,8","16,8","22,3"
1/03/2019,"18,2","76,7","5,9","25,7","27,44",#N/A,#N/A,"11,27","0,31",#N/A,"7,37","6,90","34,28",#N/A,"17,80","1,6","6,6",1051780,1016873,"1509,9","17,5","22,7"
1/03/2019,"30,8","130,6","6,2","31,3","35,82",#N/A,"1,566","16,31","0,38",#N/A,"4,66","6,90","85,00",#N/A,"39,70","2,4","1,2",1046049,1012075,"2137,8","18,7","25,2"
1/03/2019,"38,6",153,"2,8","19,9","35,69","0,253","1,417","20,43","0,62",#N/A,"4,46","6,90","26,66",#N/A,"26,40","9,8","8,4",1044017,1011724,"10668,8","19,7","25,2"
1/03/2019,"43,4",282,"4,3","17,1","35,63","0,343","3,241","35,78","1,99",#N/A,"2,9","7,2","9,00","0,45","4,06","2,4","2,1",1019817,1013427,"211,6","14,7","15,5"
1/03/2019,131,594,"11,1","73,4","83,31","0,275",#N/A,"68,36",#N/A,"0,59","0,6","7,4","5,00",#N/A,"31,6","2,4","3,3",1037719,1010510,597,"17,2","16,6"
1/03/2019,107,962,"11,0","39,9","74,77","0,620",#N/A,257,#N/A,"0,52","1,3","7,4","30,00","0,49","18,7","5,5","6,8",1035921,1007881,3521,"20,4","16,5"
1/04/2019,359,1029,284,623,"106,94","0,524","44,324","26,82",#N/A,"1,68","0,9","7,7",265,"6,28",216,"8,2","2,8",1033597,1006442,"150,6","21,0","19,4"
1/04/2019,"80,8",980,"17,3",#N/A,"71,75","0,350",#N/A,278,#N/A,#N/A,"1,0","7,0","60,00","0,91","26,8","2,4","1,1",1039388,1008158,"11111,8","21,0","21,5"
1/04/2019,287,3890,216,840,"142,66","0,348","42,542",1237,#N/A,"4,78",#N/A,"7,5",152,"4,81",152,"5,2","2,3",1045186,1009872,423,"19,9","20,2"
1/04/2019,128,593,"18,2","76,0","40,33",#N/A,"6,398","112,0",#N/A,"0,73","8,45","7,9","28,89","0,62","24,7","1,7","8,2",1029493,1004499,3521,"19,1","19,5"
1/04/2019,307,834,"96,0",240,"63,61",#N/A,"34,816","81,37",#N/A,"4,76","1,25","8,0","90,00","4,00","62,6","2,2","1,4",1029207,1004241,"138,6","20,2","20,0"
1/04/2019,129,"595,00","23,4",#N/A,"42,78","0,253","12,250",109,#N/A,"0,88","2,60","7,6","56,67","0,79","25,8","2,4","7,3",1028644,1003881,#N/A,"21,0","19,8"
1/04/2019,105,508,"11,0",#N/A,"40,50",#N/A,"4,969",100,#N/A,#N/A,"2,54","7,3","24,00","0,65","10,4","2,8","2,8",1025820,1000728,4418,"18,4","18,0"
1/04/2019,"12,3","77,60",#N/A,#N/A,"16,28",#N/A,#N/A,"12,50","0,46",#N/A,"6,82","6,8","13,00",#N/A,"16,7","2,0","2,0",1036484,1001030,1226,"15,9","16,6"
1/04/2019,"40,2","188,7","55,2",110,"24,95",#N/A,"4,058","19,89","0,40","0,60","2,66","6,5","10,00","0,58","30,3","1,6","8,2",1028313,1000934,1609,"16,8","17,1"
1/04/2019,104,458,"15,3",#N/A,"63,73",#N/A,"7,062","80,97","0,22","0,36","2,50","7,4","65,0","0,40","15,7","4,1","8,2",1026134,998989,#N/A,"18,2","19,2"
1/04/2019,104,433,"14,1",#N/A,"55,44",#N/A,"6,976","75,56",#N/A,#N/A,"1,00","6,9","46,00","0,47","14,9","2,4","5,0",1022461,997955,8022,"18,4","17,9"
1/04/2019,280,894,443,640,"101,67",#N/A,"36,877","63,72",#N/A,"4,05",#N/A,"7,3",235,"9,61",161,"7,3","2,1",1022487,997949,#N/A,"19,6","17,8"
1/04/2019,142,677,"3,8","46,1","250,92",#N/A,"9,401",102,#N/A,#N/A,"0,60","6,8","75,00","0,58","11,8","9,1","3,1",1017466,994667,#N/A,"16,1","18,1"
1/04/2019,104,567,"2,6","35,5","120,54","0,345","6,842",121,#N/A,"0,35","1,20","7,3","73,33","0,55","14,9","2,4","5,8",1017345,994683,#N/A,"18,4","17,8"
1/04/2019,"7,3","28,8",#N/A,#N/A,"14,38",#N/A,#N/A,"1,37","0,24",#N/A,"9,00","6,3","17,50",#N/A,"11,8","3,5","5,2",1003044,1002133,"23,5","12,2","15,2"
1/06/2020,#N/A,"8,4",#N/A,"32,90","2,37",#N/A,#N/A,"1,19",#N/A,#N/A,"7,85","60,5",#N/A,#N/A,"2,84",1400,200,1070826,1055091,850,"10,5","14,1"
1/06/2020,"6,00","30,2","2,70","29,30","8,2","0,313","0,727","6,09","0,24",#N/A,"7,43","6,85","11,00",#N/A,"5,74",23000,5900,1069308,1053799,928,"11,6","16,5"
1/06/2020,"7,00","35,2","3,00","35,10","8,51",#N/A,"0,922","6,41","0,27",#N/A,"6,63","7,30","9,00",#N/A,"8,24",240000,69000,1068395,1053029,226,"12,2",#N/A
1/06/2020,#N/A,"16,8",#N/A,"30,10","4,31",#N/A,#N/A,"2,27","0,24",#N/A,"7,40","6,81","9,00",#N/A,"7,00",44000,19000,1068371,1053019,"1,319","11,5","20,3"
1/06/2020,"10,60","77,5","5,00","38,00","12,47","0,365","1,147","15,23",#N/A,#N/A,"7,07","7,44","12,00",#N/A,"5,33",160000,69000,1066197,1051402,2016,"12,6","21,5"
1/06/2020,"13,50","89,2","4,40","22,10","14,09",#N/A,"1,293","20,16",#N/A,#N/A,"5,32","6,87","13,70",#N/A,"8,12",240000,73000,1063652,1048111,2153,13,"20,5"
1/06/2020,"8,32","23,4",#N/A,#N/A,"15,57","0,205",#N/A,"3,33",#N/A,#N/A,"7,01","6,49",6,#N/A,"12,70",24000,2100,1061556,1044703,1173,"12,9","16,4"
1/06/2020,"15,74","97,3","6,1","16,3","17,45",#N/A,"1,420","19,32",#N/A,#N/A,"5,10","6,87",41,#N/A,"17,90",20000,2200,1061580,1044149,3610,13,"16,7"
1/06/2020,162,463,"48,5",299,"45,35",#N/A,"7,820","42,42","0,13","3,43","6,62","7,93","92,0","0,44","65,10",980000,440000,1060636,1042266,"27,9",19,"19,8"
1/06/2020,"21,2","129,7","8,0","15,0","18,59","0,687","2,292","25,03","0,14",#N/A,"4,33","6,79","48,3",#N/A,"35,20",8200,3900,1060041,1041969,3231,"13,4",21
1/06/2020,"20,1","104,5","4,1","13,4","19,59","0,454","1,451","19,10","0,19",#N/A,"4,63","6,87","25,0",#N/A,"26,50",39000,8000,1056730,1041156,3743,"14,2","16,7"
