Fecha (mes y año),Alcalinidad,Conductividad,DBO,DQO,Dureza,Fenoles,N-Amoniacal,Cloruros,N-Nitrato,P-Fosfato,Oxígeno disuelto,pH,Sólidos suspendidos totales,SAAM-Detergentes,Turbidez,Coliformes totales,Escherichia Coli,Norte (Y),Este(X) ,Caudal,Temperatura agua,Temperatura aire
1/03/2016,"13,5",169,"4,2",#N/A,"83,25",#N/A,#N/A,"7,59","0,615",#N/A,"4,4","5,8","66,4",#N/A,"85,9",6300,1000,1042314,1014796,"397,5","18,9","15,8"
1/03/2016,"15,5","71,3","3,5","21,3","69,54",#N/A,#N/A,"6,82","0,785",#N/A,"3,4","6,7","7,8",#N/A,28,130000,4100,1041716,1012469,18256,"21,8","16,1"
1/03/2016,"14,2","67,4",#N/A,"12,7","41,41",#N/A,#N/A,"7,70","0,139",#N/A,"5,5","6,2","30,5",#N/A,"6,23",520,20,1059091,1012168,11,"14,7","16,8"
1/03/2016,"35,9",181,"4,3","38,4","83,89",#N/A,"1,072","14,43","0,74",#N/A,1,"6,3",22,#N/A,"11,7",24000,75,1051045,1017370,#N/A,"15,6","20,7"
1/03/2016,"14,7",110,"3,1","35,3","59,26",#N/A,"0,708","12,41","0,695",#N/A,"3,4","6,4","31,4",#N/A,"14,4","2,4",150,1051771,1016897,1043,"16,9","21,6"
1/03/2016,"81,8",274,"29,8","84,1",356,#N/A,"6,702","26,16","0,242",#N/A,"0,63","7,07","22,9",#N/A,"25,5",5500000,910000,1044017,1011724,"534,3","19,9","19,4"
1/03/2016,18,"78,9","2,2","28,2","82,42",#N/A,"0,904","7,08","0,639",#N/A,"5,64","6,37","55,8",#N/A,"49,9",65000,7800,1044195,1011773,12218,"19,8","18,8"
1/03/2016,236,3160,142,257,165,#N/A,"30,863","7,75","0,356",#N/A,"0,17","7,91",167,#N/A,105,29000000,9300000,1045186,1009868,"219,1","17,8",18
1/03/2016,"30,2",192,"3,9","29,3",397,#N/A,"1,428","31,88","0,687",#N/A,"1,58","6,63",30,#N/A,31,120000,29000,1039370,1008158,"11,646","19,9",18
1/03/2016,"40,3",232,4,"32,5",140,#N/A,"3,1","32,43","1,36",#N/A,"5,81","7,32",8,#N/A,"8,59",69000,15000,1019670,1013515,"342,9","17,9",21
1/03/2016,278,1158,"23,9",86,181,#N/A,"6,708",184,"0,49",#N/A,"0,57","7,54","25,6",#N/A,"26,4",410000,20000,1038747,1009150,343,20,"19,6"
1/03/2016,"25,8",151,"5,5","25,3","19,04",#N/A,"2,065","23,62","0,816",#N/A,"2,5","6,7","41,7",#N/A,"42,8",1000000,110000,1035918,1007888,10723,"20,3","22,6"
1/03/2016,378,1096,698,959,121,"0,103","59,223","76,11","0,678",#N/A,"0,58","7,7",757,#N/A,303,"2,4",17000000,1033591,1006439,"148,2","21,9","23,3"
1/03/2016,"30,9",177,"7,3","38,1","21,88",#N/A,"2,257","26,62","0,541",#N/A,"1,3","6,6","28,3",#N/A,"18,2",42000,6300,1029572,1005306,9183,21,"24,9"
1/03/2016,371,1022,175,353,"61,17",#N/A,"55,873","67,20","0,865",#N/A,"0,5","7,8",96,#N/A,130,3900000,2000000,1029206,1004241,78,"20,5","24,5"
1/03/2016,53,236,"25,1","50,2",22,#N/A,"6,237","28,82","0,452",#N/A,"0,9",7,35,#N/A,"32,5",1200000,610000,1028187,1004022,12157,21,24
1/03/2016,"35,5",189,"5,3","24,5","19,21",#N/A,"3,093","27,26","0,497",#N/A,"0,68","6,8",21,#N/A,"19,9",44000,14000,1025751,1000784,11491,"20,8","24,2"
1/03/2016,"22,7",125,#N/A,#N/A,3,#N/A,#N/A,"10,96","0,953",#N/A,2,"6,4","24,4",#N/A,"29,8",16000,1,1036484,1001018,"64,6","16,7","13,6"
1/03/2016,274,821,364,637,3,"0,123",3,"50,94","0,749",#N/A,2,"7,3",413,#N/A,127,"2,4",24000000,1028315,1000903,"7,7","20,4","19,4"
1/03/2016,"37,8",246,"15,6","48,6",3,#N/A,3,"28,16","0,344",#N/A,2,"6,9","31,7",#N/A,"35,2",2000000,550000,1026359,999403,#N/A,"19,9","23,1"
1/03/2016,"39,5",210,4,"27,3",3,#N/A,"3,457","28,04","0,298",#N/A,2,"6,8","22,5",#N/A,22,62000,18000,1022479,997985,10344,"20,4","21,4"
1/03/2016,343,1035,364,2,3,"0,118","46,346","61,67","0,645",#N/A,2,"7,5",629,#N/A,233,130000000,31000000,1022485,997952,"8,8","21,8","22,8"
1/04/2016,"48,3",241,"7,6","29,1",3,#N/A,"2,998","28,52","0,172",#N/A,1,"6,9","58,6",#N/A,"37,1","2,4",1200,1017121,994642,18312,"19,7",20
1/04/2016,#N/A,"23,7",#N/A,#N/A,3,#N/A,#N/A,#N/A,"0,124",#N/A,"6,3","5,9",8,#N/A,"4,5",3700,1400,1003042,1002123,#N/A,"13,1","18,5"
1/04/2016,107,342,"62,2",2,3,#N/A,3,"20,78","0,65",#N/A,"1,2","7,1","91,5",#N/A,"79,3",73000000,9300000,1015910,994756,1118,18,"20,3"
1/04/2016,160,593,105,83,3,#N/A,"21,578","51,82","0,102",#N/A,4,"7,1",96,#N/A,"62,3",98000000,16000000,1015587,994602,4500,"20,5","23,3"
1/04/2016,"80,4",326,"26,3",73,3,#N/A,"7,036","31,87","0,389",#N/A,"0,60",7,60,#N/A,"30,6",19000000,3300000,1014640,994485,23880,"18,5","21,7"
1/04/2016,131,389,"13,2","63,1",3,#N/A,"3,742","33,66","0,641",#N/A,"1,27","6,8",20,#N/A,"7,2",140000,2000,1014447,992366,"501,2",18,"16,4"
1/04/2016,101,372,"44,3",106,3,#N/A,"9,125","36,45","0,256",#N/A,2,"7,20",55,#N/A,"52,4",16000000,4600000,1014304,992092,#N/A,19,#N/A
1/04/2016,"88,8",374,"41,4",116,3,#N/A,"7,347","37,35","1,365",#N/A,2,"7,20","35,3",#N/A,38,24000000,4900000,1014225,992029,#N/A,"19,5",#N/A
1/04/2016,112,433,104,186,3,#N/A,"11,657","37,65","0,275",#N/A,2,"7,90",137,#N/A,"89,9",24000000,6100000,1011820,988944,#N/A,"19,7",#N/A
1/04/2016,"86,4",335,"39,2",2,3,#N/A,"8,25","29,11","0,202",#N/A,2,"7,5","54,4",#N/A,"45,8",10000000,3700000,1007802,990791,#N/A,"19,1",#N/A
1/04/2016,263,976,478,2,3,#N/A,"48,367","84,52","0,603",#N/A,2,"8,5",230,#N/A,124,88000000,28000000,1007496,991607,#N/A,21,#N/A
1/04/2016,"21,6","95,9",6,27,3,#N/A,"1,649","5,13","0,608",#N/A,2,"7,7","16,5",#N/A,"19,5",440000,120000,997161,1000264,#N/A,"15,8",#N/A
1/04/2016,"94,5",376,"53,3",110,3,#N/A,"12,326","33,4","0,161",#N/A,"0,34","7,1",100,#N/A,"28,8",20000000,5500000,1007407,990545,34696,20,#N/A
1/04/2016,266,1214,465,2,187,"0,106","76,188","84,87","0,011",#N/A,"3,8","8,10",420,#N/A,198,72000000,25000000,988415,1005879,22501,20,"23,6"
1/04/2016,161,653,113,2,103,#N/A,"23,332","64,08","0,010",#N/A,"0,7",7,128,#N/A,"66,5",24000000,9800000,984472,1003660,23656,"19,4",23
1/04/2016,19,"91,5","5,5","47,2","45,98",#N/A,"1,230","8,14","0,065",#N/A,"6,4","7,40",40,#N/A,"44,9",730000,250000,988620,995116,#N/A,"17,5","21,4"
1/04/2016,169,655,119,280,104,#N/A,"24,152","67,20","0,195",#N/A,"0,9","6,70",152,#N/A,"67,5","2,4",14000000,983825,1003383,2784,"19,5","21,7"
1/04/2016,182,727,115,262,104,"0,148","22,638","73,14","0,18",#N/A,"1,4","7,10",100,#N/A,"66,6","2,4",8700000,983434,1004027,26440,"19,4",19
1/04/2016,"96,4",373,"7,4",849,109,#N/A,"5,976","44,79","0,189",#N/A,"1,8","6,70","24,3",#N/A,"22,7",550000,240000,980745,1002407,932,"17,3","19,5"
1/04/2016,281,871,170,317,"171,2","0,134","42,214","57,44","0,288",#N/A,1,"7,2",176,#N/A,130,24000000,11000000,981609,999948,"339,1","18,6",#N/A
1/04/2016,343,864,74,106,"172,2",#N/A,"39,111","53,51","0,267",#N/A,1,"7,3",16,#N/A,"36,5",4900000,2100000,981384,939384,#N/A,"18,5",#N/A
1/04/2016,202,703,134,222,"102,9",#N/A,"35,088","65,09","0,246",#N/A,"0,6","7,1",104,#N/A,"55,5",14000000,4400000,998043,980665,32830,21,#N/A
1/04/2016,200,723,152,247,"100,4",#N/A,"30,287","73,9","0,306",#N/A,"0,9",7,168,#N/A,"46,3",13000000,5500000,994362,979913,31302,"20,1",#N/A
1/04/2016,202,702,108,188,"90,12","0,213","33,431","65,54","0,217",#N/A,4,"7,4",56,#N/A,"49,2",9200000,2700000,994255,978844,#N/A,"20,3",#N/A
1/04/2016,"69,7",310,"14,9","38,2","143,8",#N/A,"4,998","18,23","2,224",#N/A,"4,8","7,6","10,8",#N/A,"8,29",1400000,680000,1002523,969363,"4,3","23,5",#N/A
1/04/2016,68,374,#N/A,"11,3",217,#N/A,#N/A,"3,31","0,513",#N/A,"6,7","7,30",67,#N/A,"33,2",200000,200,1003348,965198,"72,4","23,9",#N/A
1/04/2016,"70,6",472,#N/A,"16,7",256,#N/A,3,"8,2","1,804",#N/A,"7,1","7,80","26,7",#N/A,"32,3",110000,7500,1003058,965198,1037,"24,9",#N/A
1/04/2016,"73,9",464,"2,8","12,9",273,#N/A,#N/A,"9,12","1,844",#N/A,"5,6","7,90","56,3",#N/A,"59,7",150000,2000,999640,958220,1287,"29,6",#N/A
1/04/2016,214,753,"97,3",217,"90,74","0,252","6,87","71,5","0,307",#N/A,"6,6","7,20",108,#N/A,"99,3",16000000,6100000,999446,957404,#N/A,"22,8",#N/A
1/04/2016,184,"6,48",82,159,112,#N/A,"22,655","51,1","0,186",#N/A,"4,1","7,6",152,#N/A,"81,5",13000000,5500000,984195,941105,39984,"22,9",#N/A
1/04/2016,227,950,110,266,291,#N/A,"30,442","63,2","0,237",#N/A,"1,1","7,4","83,3",#N/A,"65,2",96000000,31000000,983716,937353,"30,9","36,5",#N/A
1/04/2016,177,650,"78,7",199,126,#N/A,"26,896","51,8","0,182",#N/A,"4,7","7,5",216,#N/A,116,2000000,470000,980954,934238,#N/A,"25,7",#N/A
1/04/2016,145,387,"22,4",209,218,#N/A,"7,825","19,4","1,072",#N/A,"1,1","7,5",600,#N/A,1550,510000,52000,966127,920316,"107,916","24,8",#N/A
1/09/2017,#N/A,"12,3",#N/A,#N/A,92,#N/A,#N/A,#N/A,"0,68",#N/A,"9,77","6,87",#N/A,#N/A,"3,6",86,10,1069685,1056205,"162,5","11,8",#N/A
1/09/2017,"7,8","32,4",#N/A,#N/A,96,#N/A,#N/A,"5,32","0,437",#N/A,"9,56","7,14",#N/A,#N/A,"7,3",1,1,1063988,1053523,"322,1","13,3",#N/A
1/09/2017,"8,7","44,7","5,4",#N/A,56,#N/A,#N/A,"6,18","0,602",#N/A,"8,85","7,06",4,#N/A,"9,6",660,10,1068727,1052947,"257,5","14,9",#N/A
1/09/2017,"9,8","40,2","9,3","17,1",100,#N/A,"0,83","4,61","0,389",#N/A,"8,93","6,77","8,3",#N/A,"8,5","2,4",88000,1068727,1052947,"33,8","14,3",#N/A
1/09/2017,19,127,"9,1","18,7",80,#N/A,"0,856","24,14","0,539",#N/A,"6,38","7,55",6,#N/A,"25,3",17000,130,1066295,1051139,"690,6",15,#N/A
1/09/2017,"36,1",358,"32,7","33,5",64,#N/A,"4,347","73,73","0,383",#N/A,"2,25","7,32","17,5",#N/A,"7,1",120,10,1064117,1047880,"788,8","15,8",#N/A
1/09/2017,"7,5","20,1","2,7","24,9","7,3",#N/A,#N/A,#N/A,"0,538",#N/A,"6,01","6,78",#N/A,#N/A,"6,7","2,4",20000,1061562,1044697,"257,8","13,9","19,1"
1/09/2017,"41,3",313,"9,2",47,"31,08",#N/A,"4,207","58,24","0,548",#N/A,"2,89","7,27",11,#N/A,"13,8",280000,15000,1061576,1044142,"1010,1","14,3","18,6"
1/09/2017,231,730,"50,3",251,"68,21",#N/A,"24,365","22,96","1,4",#N/A,"6,94","8,26",158,#N/A,"35,8","2,4",3300,1043475,1061293,14,"19,9","21,2"
1/09/2017,"53,3",706,"40,4",127,"51,81",#N/A,"4,706",169,"0,459",#N/A,"2,36","7,19",36,#N/A,24,"2,4",43000,1060042,1041964,"1167,1","15,9","21,3"
1/09/2017,"38,2",306,6,"41,2","32,89",#N/A,"3,469","55,46","1,643",#N/A,"5,44","7,42","20,7",#N/A,"11,4",86000,4100,1056724,1041151,"1478,9","16,3","18,8"
1/09/2017,"6,8","25,8",#N/A,"16,4","54,87",#N/A,3,"3,22","0,55",#N/A,"6,27","7,40","7,3",#N/A,"9,5",2900,10,1055218,1039038,"3778,4","15,7","21,2"
1/09/2017,"7,1","25,3",#N/A,"10,9","8,87",#N/A,"1,570","3,03","0,685",#N/A,"7,94","7,09",#N/A,#N/A,"8,5",1,1,1056821,1035709,4379,"15,3",17
1/09/2017,"15,2",130,"2,5",#N/A,"18,95",#N/A,"1,261","22,59","1,534",#N/A,"6,32","6,73","16,7",#N/A,"12,9",3300,"1,0",1055462,1031393,"4996,3","15,3","17,1"
1/09/2017,173,716,201,479,132,#N/A,"11,472","80,89","1,046",#N/A,"7,30","8,51",170,#N/A,"13,9",12000,5000,1054880,1031145,11,19,"16,8"
1/09/2017,"20,8",153,"9,3","14,8","28,64",#N/A,"1,678","26,98","1,482",#N/A,"5,30","7,68",17,#N/A,"20,7",14000,200,1054908,1031064,3885,"15,6","16,8"
1/09/2017,"6,7","42,9",#N/A,#N/A,"13,67",#N/A,"0,789","4,80","2,748",#N/A,"6,50","7,02",6,#N/A,"25,8",350,10,1051218,1030230,7156,"17,8",20
1/09/2017,"11,1","88,7",#N/A,#N/A,"18,32",#N/A,"1,103","13,86","1,307",#N/A,"5,17","6,97",13,#N/A,"24,3",2300,100,1049171,1026555,#N/A,"17,1","19,5"
1/09/2017,"11,7","90,5",#N/A,#N/A,"19,41",#N/A,"0,910","13,63","1,345",#N/A,"5,35","6,88","45,3",#N/A,"41,7",1300,100,1049027,1025190,9805,"17,8",20
1/09/2017,327,1044,"33,8",197,120,#N/A,"39,479","92,61","0,898",#N/A,"1,1","7,75",60,#N/A,"63,2",36000,7500,1043839,1021962,"12,15","17,8",11
1/09/2017,13,"95,3","11,6","85,37",130,#N/A,"0,999","15,48","1,258",#N/A,"4,46","6,90",10,#N/A,"24,9",3000,"1,0",1043552,1021344,10297,"15,7","13,8"
1/09/2017,"12,6","93,8",11,26,160,#N/A,"1,196","14,58","1,226",#N/A,"4,45","7,87",101,#N/A,"48,3",25000,"1,0",1041499,1017904,10749,"17,9","22,5"
1/09/2017,308,"8,93",145,546,200,#N/A,"20,692","80,29","1,345",#N/A,"1,85","8,22",204,#N/A,"90,9",11000000,310000,1041102,1017565,7,"19,2","19,9"
1/09/2017,"13,5","96,3","12,6","16,6",140,#N/A,"0,961","13,75","1,071",#N/A,"4,80","7,02",34,#N/A,"28,4",31000,630,1041910,1014822,#N/A,"17,5","21,2"
1/09/2017,"19,1",105,"2,7","19,6",140,#N/A,3,"12,67","1,233",#N/A,"3,58","7,03",100,#N/A,26,65000,520,1041494,1012510,11126,"17,9",#N/A
1/09/2017,"13,5","79,8",#N/A,"17,9",84,"0,203",#N/A,"8,81","0,204",#N/A,"6,93","7,07",#N/A,#N/A,"4,1",1900,1,1059098,1012079,"2693,9",15,#N/A
1/09/2017,197,1442,13,"53,85",310,#N/A,"10,644","9,22","1,137",#N/A,"1,39","7,03",216,#N/A,"20,5",20000,220,1051251,1017573,"213,5","14,3",#N/A
1/09/2017,"12,8","75,5",#N/A,#N/A,76,#N/A,#N/A,182,"0,343",#N/A,"5,43","6,7","10,5",#N/A,"3,1",17,1,1051549,1016887,883,"15,3",#N/A
1/09/2017,"26,9",137,"3,7","16,9",100,#N/A,"1,466","14,46","0,888",#N/A,"3,12","6,72","18,5",#N/A,"15,4",11000,1,1045993,1012250,1386,"19,8",#N/A
1/09/2017,"34,5",161,"4,2","29,7",190,#N/A,"2,743","16,93","0,804",#N/A,"1,73","7,05",13,#N/A,"19,7","2,4",8200,1044017,1011724,#N/A,"16,8",#N/A
1/09/2017,345,961,205,425,300,#N/A,3,72,"1,123",#N/A,"0,79","7,85",192,#N/A,302,2100000,1100000,1033591,1006439,"78,35","17,5","10,6"
1/09/2017,"54,9",272,16,132,240,#N/A,"2,876","38,28","0,66",#N/A,"1,79","7,05",25,#N/A,"31,4",460000,26000,1035918,1007888,4267,"17,5","13,7"
1/09/2017,105,407,"41,2","76,27",210,#N/A,"3,991","43,51","2,013",#N/A,"2,81","6,91",29,#N/A,"61,2","2,4",770000,1019455,1013509,"714,7","16,7","17,2"
1/09/2017,98,306,"13,2",171,240,#N/A,"2,471","33,22","0,509",#N/A,"1,81","7,20","8,7",#N/A,29,240000,19000,1039036,1009301,1495,"19,1","18,4"
1/09/2017,230,1766,114,253,330,"0,208","33,545",385,"0,721",#N/A,"1,11","7,56",132,#N/A,"83,8","2,4",170000000,1044091,1010357,"248,2","18,4","19,1"
1/09/2017,"34,9",169,"16,8",72,210,#N/A,"2,422","16,9","0,868",#N/A,"3,64","7,01",16,#N/A,"27,1",240000,44000,1043692,1010441,#N/A,"17,9","19,2"
1/09/2017,76,230,18,"56,8",210,#N/A,"5,568","39,5","0,286",#N/A,"1,96","7,34",23,#N/A,"28,5",1100000,130000,1026531,999628,#N/A,"17,3","17,6"
1/09/2017,"86,1",475,"29,4","64,5",260,#N/A,"6,176","86,86","0,271",#N/A,"0,64","7,18",18,#N/A,"31,6",2400000,490000,1022443,997939,5947,17,"16,7"
1/09/2017,470,1321,435,875,290,"0,378","64,796","19,92","1,307",#N/A,"0,42","7,83",296,#N/A,244,29000000,14000000,1022243,997948,#N/A,"18,8","16,8"
1/09/2017,110,657,"13,4","46,5",340,#N/A,"2,222","91,38","1,723",#N/A,"3,84","6,83","5,5",#N/A,"7,5",20000,400,1018248,994552,#N/A,"15,1","17,7"
1/09/2017,"87,2",456,28,"64,2",260,#N/A,"6,119","74,89","0,52",#N/A,"1,24","7,01",31,#N/A,"31,1","2,4",920000,1017121,994642,#N/A,"17,2","14,7"
1/09/2017,"12,6","36,6",#N/A,#N/A,26,"0,246",#N/A,#N/A,#N/A,#N/A,"6,68","7,67",#N/A,#N/A,"1,2",120,10,997149,1000280,"325,5","11,7","16,7"
1/09/2017,215,781,164,2,100,"0,208","32,69","79,41","0,39",#N/A,"0,37","7,09",80,#N/A,"62,3",11000000,6100000,1005879,991608,#N/A,"20,2","20,9"
1/09/2017,303,1089,167,2,120,"0,287","48,45",106,"0,591",#N/A,"0,25","7,63",185,#N/A,106,"2,4",17000000,1007496,991608,5212,"19,7","16,9"
1/09/2017,215,767,129,302,120,#N/A,"34,80","77,49","0,411",#N/A,"0,38","7,15",50,#N/A,"36,4",6900,3100,1007794,990777,11011,"19,8","20,9"
1/09/2017,196,737,123,253,110,"0,259","32,94","73,21","0,6",#N/A,"0,52","7,15",56,#N/A,"44,5",17000,8200,1007407,990545,16223,"19,5",22
1/09/2017,214,786,148,250,130,"0,335","35,78","76,59","0,35",#N/A,"0,50","7,18",62,#N/A,"44,3",20000,5500,1011064,989518,12254,"19,2","20,5"
1/10/2017,245,843,193,341,130,#N/A,"41,335","14,73","0,64",#N/A,"0,30","6,95",22,#N/A,"75,8",9200000,4400000,1003660,984472,17462,"19,8","20,4"
1/10/2017,"12,7",44,#N/A,13,110,#N/A,#N/A,5,"1,001",#N/A,"6,79","7,70",5,#N/A,"11,7",3700,1,988620,995116,45,"14,3","19,1"
1/10/2017,328,1015,266,615,140,#N/A,"48,422","30,74","0,898",#N/A,"0,17","7,57",247,#N/A,147,"2,4",13000000,983434,1004027,21612,"20,5","23,1"
1/10/2017,131,432,"37,8",129,160,#N/A,"13,120","32,01","0,511",#N/A,"0,15","6,66",50,#N/A,"45,4",2000000,710000,980745,1002407,"1311,9","18,3","21,7"
1/10/2017,238,826,177,291,140,#N/A,"34,721","31,87","0,653",#N/A,"0,79","6,76",66,#N/A,"87,2",24000000,5800000,1001905,980700,#N/A,"18,9","17,5"
1/10/2017,130,543,"67,8",351,240,#N/A,"12,239","53,15","2,419",#N/A,"1,86","7,33",2240,#N/A,495,11000000,1900000,981609,999948,362,"17,6",#N/A
1/10/2017,293,828,"47,8",189,120,#N/A,"38,426","54,29","0,81",#N/A,"0,75","7,49",18,#N/A,"60,6",5200000,1600000,981384,939384,#N/A,"15,7",#N/A
1/10/2017,242,816,158,351,180,#N/A,3,"52,70","0,834",#N/A,"0,38","7,08",208,#N/A,101,17000000,7300000,998043,980665,46634,"18,8",#N/A
1/10/2017,252,866,162,295,170,#N/A,"37,632","82,95","0,637",#N/A,"0,34","6,99",108,#N/A,"94,1",17000000,4600000,994362,979918,"66,397","19,1",#N/A
1/10/2017,245,822,103,313,170,#N/A,"34,075","73,40","0,862",#N/A,"3,85","7,51",52,#N/A,"82,6",17000000,6500000,994255,978844,#N/A,"19,1",#N/A
1/10/2017,332,851,324,810,230,#N/A,"56,24","98,12","0,811",#N/A,"4,7","8,12",795,#N/A,210,65000000,52000000,1002330,969451,"0,45","22,6",#N/A
1/10/2017,"34,5",160,"2,8","14,7",100,#N/A,"1,26","5,54","1,606",#N/A,"6,6","7,84","9,5",#N/A,"21,1",520,1,999181,957194,448,"22,4",#N/A
1/10/2017,247,773,"61,6",214,200,#N/A,"34,64","69,50","0,496",#N/A,"5,6","7,41",66,#N/A,"99,9",400000,86000,999446,957404,#N/A,"21,4",#N/A
1/10/2017,229,762,"59,4",245,230,#N/A,"31,45","48,44","0,555",#N/A,"6,3","7,44",76,#N/A,"90,8",2900000,1300000,999153,957137,#N/A,"22,3",#N/A
1/10/2017,193,720,"46,4",216,220,#N/A,26,"61,94","0,442",#N/A,"5,5","7,76",272,#N/A,"92,1",5200000,3300000,999640,958220,#N/A,"22,6",#N/A
1/10/2017,"33,4",149,#N/A,"41,9",88,#N/A,#N/A,"3,95","0,83",#N/A,"6,1","8,04",54,#N/A,45,65000,1000,1003348,965198,"78,6","19,9",#N/A
1/10/2017,184,679,"31,2",154,230,#N/A,"24,15","58,92","1,884",#N/A,"6,5","8,41",75,#N/A,115,12000000,4400000,1003058,965198,"671,2","22,3",#N/A
1/10/2017,"18,6",768,"26,4","93,8",320,#N/A,"13,53","37,24","1,955",#N/A,"2,65","7,65",15,#N/A,"34,1",140000,75000,993521,948381,"27,4","24,6","24,2"
1/10/2017,"68,7",287,"17,4",155,250,#N/A,#N/A,"24,97","0,996",#N/A,"6,18","7,95",530,#N/A,622,770000,9600,988679,948308,"235,3","25,4","26,6"
1/10/2017,179,647,"29,6",184,250,#N/A,"26,24","60,23","0,853",#N/A,"5,47","7,88",76,#N/A,71,12000000,1900000,990147,945547,27074,"21,7","29,2"
1/10/2017,83,649,"3,9",148,450,#N/A,#N/A,#N/A,"1,447",#N/A,"6,58","8,21",1272,#N/A,380,41000,1,991179,942835,#N/A,"24,4","30,1"
1/10/2017,172,631,"36,6",179,200,#N/A,"21,28","55,75","0,795",#N/A,"5,51","7,92",94,#N/A,"60,3",5200000,1400000,984195,941105,30488,"22,2","29,9"
1/10/2017,340,1184,30,437,240,#N/A,"45,99",217,"0,653",#N/A,"1,05","7,79",128,#N/A,119,21000000,3700000,983505,937994,#N/A,"30,2","29,4"
1/10/2017,165,628,"26,5",152,220,#N/A,"21,42","56,16","0,975",#N/A,"4,88","7,66",146,#N/A,164,7700000,1600000,983132,936450,#N/A,"23,1","29,6"
1/10/2017,106,641,"48,2",203,220,#N/A,"21,83","51,30","0,822",#N/A,"0,40","7,77",456,#N/A,324,"2,4",1100000,966275,920791,#N/A,24,"34,5"
11/01/2018,"8,8","19,2",#N/A,"16,4",20,#N/A,#N/A,#N/A,"0,066",#N/A,"5,26","6,77",4,#N/A,3,"2,4","1,6",1069685,1056205,"56,1","12,3",#N/A
12/01/2018,"10,3","37,1",#N/A,#N/A,10,#N/A,#N/A,"4,44","0,193",#N/A,"5,33","6,84","8,8",#N/A,"7,8","2,4","1,6",1063988,1053523,"114,4","13,8",#N/A
13/01/2018,"18,2","65,8","17,4","23,2",13,#N/A,"1,368","6,38","0,247",#N/A,"4,16","6,99",18,#N/A,"13,1","6,9","2,6",1068706,1053282,"111,7","14,1",#N/A
14/01/2018,9,"29,3",#N/A,#N/A,"6,7",#N/A,"1,488",#N/A,"0,245",#N/A,"5,41","7,02","14,7",#N/A,"5,3","5,2","7,1",1068727,1052947,"110,3","14,4",#N/A
15/01/2018,57,336,"43,4",108,46,#N/A,"5,361","68,05","0,128",#N/A,"2,82","9,38","20,7",#N/A,"19,9","2,4","1,7",1066295,1031139,"307,3","14,4",#N/A
16/01/2018,"62,9",281,"14,5",#N/A,46,#N/A,"5,119","42,09","0,146",#N/A,"1,81","7,77",20,#N/A,"9,9",2,"2,4",1064117,1047880,"268,2","17,1",#N/A
5/01/2018,"14,7","38,4","2,8","71,8",20,#N/A,"1,265","3,71","0,144",#N/A,"3,15","7,26",8,#N/A,"12,1",4,"9,7",1061562,1044697,"48,40","15,9",#N/A
6/01/2018,"62,1",397,"27,2",104,60,#N/A,"5,768","75,58","0,259",#N/A,"1,57","7,68",16,#N/A,"9,4","7,5","3,1",1061576,1044142,"376,80","15,1",#N/A
7/01/2018,325,840,"74,2",329,70,#N/A,"32,981","13,51","0,720",#N/A,"3,05","8,97",170,"0,94",136,"8,2","4,1",1043475,1061293,17,"19,5",#N/A
8/01/2018,"74,5",862,21,109,52,#N/A,"8,908","45,64","0,201",#N/A,"1,37","7,78","22,5",#N/A,"15,3","4,6","9,8",1060042,1041964,"385,6","15,8",#N/A
9/01/2018,"59,4",332,"9,2",#N/A,40,#N/A,"6,293","41,52",#N/A,#N/A,"1,81","8,06",13,#N/A,"14,8","4,1",2,1056724,1041151,"539,7",17,#N/A
10/01/2018,"9,7","55,8",#N/A,122,20,#N/A,"4,512",#N/A,#N/A,#N/A,"5,12","7,18","10,8",#N/A,"8,8","6,3",1,1055218,1039038,"4889,9","16,4",#N/A
1/01/2018,"9,8","70,6",#N/A,#N/A,20,#N/A,#N/A,#N/A,"0,886",#N/A,"5,25","7,17",16,#N/A,"28,9","1,2",1,1049027,1025190,7532,"16,5",#N/A
1/01/2018,288,1025,"38,4",233,100,#N/A,"37,262",#N/A,"0,681",#N/A,"1,70","7,79",65,"0,63",76,"1,6",2,1043839,1021962,"12,15","17,8",#N/A
2/01/2018,"18,9","99,9","6,1",#N/A,20,#N/A,"1,832",#N/A,"0,910",#N/A,"4,23","7,06",20,#N/A,"35,8","9,2","1,3",1043552,1021344,10078,"16,7",#N/A
1/01/2018,"13,1","84,5","3,5",#N/A,22,#N/A,"0,784",#N/A,"0,990",#N/A,"4,22","6,73",28,#N/A,"34,6","3,8","3,1",1041499,1017904,8952,"16,7",#N/A
2/01/2018,163,544,62,261,52,#N/A,"15,912",#N/A,"0,972",#N/A,"5,3","8,44",113,"1,67","91,9","1,3","2,6",1041102,1017565,14,18,#N/A
23/05/2018,#N/A,"7,5",2,"15,7","4,22",#N/A,#N/A,#N/A,#N/A,#N/A,"8,84","7,55",#N/A,"0,23","3,1","7,5",1,1069685,1056205,"1091,7","11,9",#N/A
25/05/2018,"9,2","66,4","3,5","30,3","15,17",#N/A,#N/A,"11,02","0,25",#N/A,"6,88","6,64",16,"0,10","14,7",5,"2,2",1068412,1053084,2360,"14,3",#N/A
26/05/2018,"7,7","31,6",8,"30,3","6,39",#N/A,#N/A,"3,36","0,20",#N/A,"7,40","7,84","14,7","0,11","13,6","2,4",2,1068366,1053042,"705,1","12,5",#N/A
